~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ MODEL  13500 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

# Ltot =  4.612168e36erg (lg L/Lsun = 3.078896), lg Teff = 3.578235, M*/Msun = 2.042628
#   J     Mr[-1]  lg P  lg T     lg R L/L(*)    X    Y   XC   XO  e(H) e(He) e C  e(g) e(Nu) lgRho   My Beta lgCap   Rad  Grad   Nad r../g  
    1 0.00000000 3.314 3.578 12.74907 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.1m3 0.000-8.060 1.33 1.00-2.072 .3804 .3804 .3996 3.m13 R
   59-1.120299m6 3.335 3.587 12.74897 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.048 1.33 1.00-1.993 .4427 .4432 .3996 3.m13 +
   60-1.136318m6 3.335 3.587 12.74897 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.048 1.33 1.00-1.992 .4436 .4441 .3996 3.m13 +
  
   61-1.152336m6 3.335 3.587 12.74897 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.047 1.33 1.00-1.991 .4446 .4451 .3996 3.m13 +
   62-1.168355m6 3.336 3.587 12.74897 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.047 1.33 1.00-1.990 .4455 .4460 .3996 3.m13 +
   63-1.184373m6 3.336 3.587 12.74897 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.047 1.33 1.00-1.988 .4465 .4475 .3996 3.m13 +
   64-1.216411m6 3.336 3.587 12.74896 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.047 1.33 1.00-1.986 .4484 .4489 .3996 3.m13 +
   65-1.232429m6 3.337 3.587 12.74896 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.6m3 0.000-8.047 1.33 1.00-1.985 .4494 .4504 .3996 3.m13 +
  
   66-1.264466m6 3.337 3.588 12.74896 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.046 1.33 1.00-1.983 .4513 .4521 .3996 3.m13 +
   67-1.288494m6 3.338 3.588 12.74896 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.046 1.33 1.00-1.981 .4528 .4535 .3996 3.m13 +
   68-1.312522m6 3.338 3.588 12.74895 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.046 1.33 1.00-1.979 .4543 .4550 .3996 3.m13 +
   69-1.336550m6 3.339 3.588 12.74895 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.046 1.33 1.00-1.977 .4557 .4565 .3996 3.m13 +
   70-1.360578m6 3.339 3.589 12.74895 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.045 1.33 1.00-1.976 .4572 .4579 .3996 3.m13 +
  
   71-1.384606m6 3.339 3.589 12.74895 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.7m3 0.000-8.045 1.33 1.00-1.974 .4587 .4594 .3996 3.m13 +
   72-1.408634m6 3.340 3.589 12.74895 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.045 1.33 1.00-1.972 .4602 .4609 .3996 3.m13 +
   73-1.432661m6 3.340 3.589 12.74894 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.045 1.33 1.00-1.970 .4616 .4624 .3996 3.m13 +
   74-1.456689m6 3.341 3.589 12.74894 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.045 1.33 1.00-1.969 .4631 .4639 .3996 3.m13 +
   75-1.480717m6 3.341 3.589 12.74894 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.044 1.33 1.00-1.967 .4646 .4653 .3996 3.m13 +
  
   76-1.504745m6 3.342 3.590 12.74894 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.044 1.33 1.00-1.965 .4661 .4671 .3996 3.m13 +
   77-1.536782m6 3.342 3.590 12.74893 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.8m3 0.000-8.044 1.33 1.00-1.963 .4681 .4688 .3996 3.m13 +
   78-1.560810m6 3.343 3.590 12.74893 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.9m3 0.000-8.044 1.33 1.00-1.961 .4696 .4703 .3996 3.m13 +
   79-1.584838m6 3.343 3.590 12.74893 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.9m3 0.000-8.043 1.33 1.00-1.959 .4711 .4721 .3996 3.m13 +
   80-1.616875m6 3.344 3.591 12.74893 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.9m3 0.000-8.043 1.33 1.00-1.957 .4731 .4740 .3996 3.m13 +
  
   81-1.644908m6 3.344 3.591 12.74893 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.9m3 0.000-8.043 1.33 1.00-1.955 .4748 .4757 .3996 3.m13 +
   82-1.672940m6 3.344 3.591 12.74892 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.9m3 0.000-8.043 1.33 1.00-1.953 .4766 .4775 .3996 3.m13 +
   83-1.700973m6 3.345 3.591 12.74892 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.0m3 0.000-8.042 1.33 1.00-1.951 .4784 .4792 .3996 3.m13 +
   84-1.729005m6 3.345 3.592 12.74892 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.0m3 0.000-8.042 1.33 1.00-1.949 .4801 .4810 .3996 3.m13 +
   85-1.757038m6 3.346 3.592 12.74892 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.0m3 0.000-8.042 1.33 1.00-1.947 .4819 .4828 .3996 3.m13 +
  
   86-1.785070m6 3.346 3.592 12.74891 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.0m3 0.000-8.042 1.33 1.00-1.945 .4837 .4846 .3996 3.m13 +
   87-1.813103m6 3.347 3.592 12.74891 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.041 1.33 1.00-1.943 .4854 .4863 .3996 3.m13 +
